ChEMBL ID
CHEMBL2354444
CHEMBL407
CHEMBL4303454
CHEMBL1200647
CHEMBL3989823
CHEMBL2220427
CHEMBL1200599
CHEMBL2109188
CHEMBL1201506
CHEMBL1420
CHEMBL359744
CHEMBL3989769
CHEMBL298359
CHEMBL4297519
CHEMBL3544996
CHEMBL1753
CHEMBL3039594
CHEMBL1384
CHEMBL191083
CHEMBL4594404
CHEMBL1167
CHEMBL148
CHEMBL2110580
CHEMBL2105630
CHEMBL3184512
CHEMBL272080
CHEMBL127
CHEMBL3989407
CHEMBL1186894
CHEMBL1517
CHEMBL1282
CHEMBL1443
CHEMBL3833378
CHEMBL571546
CHEMBL5314354
CHEMBL3544954
CHEMBL2221249
CHEMBL4208954
CHEMBL1909452
CHEMBL5095403
CHEMBL1231529
CHEMBL376488
CHEMBL2219414
CHEMBL404520
CHEMBL4297307
CHEMBL2364623
CHEMBL1436
CHEMBL43708
CHEMBL1201224
CHEMBL1697843
CHEMBL1096885
CHEMBL53463
CHEMBL2370219
CHEMBL3084809
CHEMBL412977
CHEMBL440635
CHEMBL407365
CHEMBL3989547
CHEMBL217364
CHEMBL298584
CHEMBL428274
CHEMBL2103968
CHEMBL3188205
CHEMBL415792
CHEMBL1908310
CHEMBL405807
CHEMBL2104870
CHEMBL267871
CHEMBL2304061
CHEMBL2110577
CHEMBL3989604
CHEMBL262268
CHEMBL266841
CHEMBL2106491
CHEMBL2205638
CHEMBL404986
CHEMBL2105807
CHEMBL3989596
CHEMBL3989864
CHEMBL3989729
CHEMBL3990195
CHEMBL2104626
CHEMBL2304314
CHEMBL406690
CHEMBL1908343
CHEMBL3989442
CHEMBL2103892
CHEMBL2107141
CHEMBL2109112
CHEMBL2104642
CHEMBL3989599
CHEMBL2106517
CHEMBL2108066
CHEMBL2108146
CHEMBL424911
CHEMBL2108121
CHEMBL458336
CHEMBL2108107
CHEMBL3989499
CHEMBL3989533
CHEMBL2108548
CHEMBL2104567
CHEMBL474260
CHEMBL267216
CHEMBL409706
CHEMBL412204
CHEMBL2103748
CHEMBL2107477
CHEMBL2109091
CHEMBL2108372
CHEMBL2103891
CHEMBL2103921
CHEMBL263367
CHEMBL3989466
CHEMBL300049
CHEMBL389029
CHEMBL387070
CHEMBL415231
CHEMBL262912
CHEMBL217691
CHEMBL407613
CHEMBL2370216
CHEMBL406245
CHEMBL3989741
CHEMBL415689
CHEMBL4297077
CHEMBL2103926
CHEMBL2108417
CHEMBL2105038
CHEMBL2108749
CHEMBL2104756
CHEMBL410210
CHEMBL2109089
CHEMBL2304315
CHEMBL263857
CHEMBL504459
CHEMBL2108203
CHEMBL3989814
CHEMBL411769
CHEMBL2108145
CHEMBL2304044
CHEMBL2106397
CHEMBL2105869
CHEMBL2104434
CHEMBL3989633
CHEMBL3989817
CHEMBL2105946
CHEMBL507974
CHEMBL407612
CHEMBL413211
CHEMBL407356
CHEMBL412678
CHEMBL304634
CHEMBL216886
CHEMBL261971
CHEMBL301375
CHEMBL436557
CHEMBL415556
CHEMBL1909065
CHEMBL300816
CHEMBL2110757
CHEMBL1950577
CHEMBL3245220
CHEMBL263428
CHEMBL263844
CHEMBL292174
CHEMBL301428
CHEMBL293566
CHEMBL269036
CHEMBL2106006
CHEMBL2146100
CHEMBL299450
CHEMBL413713
CHEMBL2109083
CHEMBL3989774
CHEMBL2108240
CHEMBL8965
CHEMBL2105403
CHEMBL2108748
CHEMBL4297068
CHEMBL3833305
CHEMBL2107704
CHEMBL2104401
CHEMBL5314361
CHEMBL415602
CHEMBL59080
CHEMBL384471
CHEMBL437352
CHEMBL294149
CHEMBL2103938
CHEMBL3989753
CHEMBL2104423
CHEMBL3990947
CHEMBL2008915
CHEMBL1688547
CHEMBL266527
CHEMBL267410
CHEMBL1236684
CHEMBL1207444
CHEMBL2108498
CHEMBL2109115
CHEMBL3989795
CHEMBL3989414
CHEMBL2105460
CHEMBL404785
CHEMBL263996
CHEMBL413430
CHEMBL291595
CHEMBL405267
CHEMBL300373
CHEMBL1200502
CHEMBL3989875
CHEMBL439300
CHEMBL2106052
CHEMBL2105819
CHEMBL4594229
CHEMBL2106222
CHEMBL444020
CHEMBL2105537
CHEMBL2111127
CHEMBL2109031
CHEMBL3989770
CHEMBL576981
CHEMBL437903
CHEMBL3989415
CHEMBL408284
CHEMBL3989572
CHEMBL439257
CHEMBL217685
CHEMBL384321
CHEMBL276498
CHEMBL3989700
CHEMBL2108770
CHEMBL486174
CHEMBL3989807
CHEMBL2108254
CHEMBL3989789
CHEMBL2105777
CHEMBL3989421
CHEMBL2106451
CHEMBL2105321
CHEMBL2108218
CHEMBL4297080
CHEMBL2146107
CHEMBL3989886
CHEMBL2105788
CHEMBL2105824
CHEMBL3989602
CHEMBL2272031
CHEMBL1236180
CHEMBL2110604
CHEMBL3989616
CHEMBL2103905
CHEMBL606111
CHEMBL2106400
CHEMBL3989416
CHEMBL3545364
CHEMBL3989802
CHEMBL3989435
CHEMBL2107918
CHEMBL2107132
CHEMBL2108460
CHEMBL3989417
CHEMBL2104433
CHEMBL3989540
CHEMBL3989429
CHEMBL384264
CHEMBL441792
CHEMBL265272
CHEMBL263886
CHEMBL411975
CHEMBL1766417
CHEMBL1614655
CHEMBL263998
CHEMBL385621
CHEMBL268062
CHEMBL2370215
CHEMBL276496
CHEMBL292597
CHEMBL1208572
CHEMBL217475
CHEMBL264829
CHEMBL384256
CHEMBL406040
CHEMBL267827
CHEMBL3989433
CHEMBL434021
CHEMBL407366
CHEMBL389847
CHEMBL384872
CHEMBL410570
CHEMBL1908313
CHEMBL2105868
CHEMBL3989443
CHEMBL269716
CHEMBL263170
CHEMBL2108224
CHEMBL3990196
CHEMBL2108225
CHEMBL2110869
CHEMBL5314345
CHEMBL2219420
CHEMBL1236670
CHEMBL437815
CHEMBL277081
CHEMBL413864
CHEMBL417397
CHEMBL264310
CHEMBL3989485
CHEMBL70088
CHEMBL440444
CHEMBL267368
CHEMBL217361
CHEMBL97972
CHEMBL406634
CHEMBL1214186
CHEMBL267424
CHEMBL384064
CHEMBL437840
CHEMBL437476
CHEMBL2104528
CHEMBL3989956
CHEMBL2104129
CHEMBL2109120
CHEMBL4594323
CHEMBL2107413
CHEMBL2108441
CHEMBL3138624
CHEMBL59410
CHEMBL451635
CHEMBL3989508
CHEMBL3220708
CHEMBL2269543
CHEMBL437141
CHEMBL2303630
CHEMBL415132
CHEMBL414553
CHEMBL4297102
CHEMBL3989598
CHEMBL4594324
CHEMBL3707216
CHEMBL411363
CHEMBL407397
CHEMBL408035
CHEMBL2106399
CHEMBL2105778
CHEMBL413902
CHEMBL1950493
CHEMBL1320139
CHEMBL405708
CHEMBL267982
CHEMBL412417
CHEMBL269717
CHEMBL217872
CHEMBL2106443
CHEMBL2109105
CHEMBL3989459
CHEMBL415284
CHEMBL412829
CHEMBL3215341
CHEMBL299665
CHEMBL58145
CHEMBL269379
CHEMBL429343
CHEMBL515668
CHEMBL2106036
CHEMBL2105893
CHEMBL294380
CHEMBL441386
CHEMBL293343
CHEMBL61361
CHEMBL265142
CHEMBL2104060
CHEMBL1231250
CHEMBL2106182
CHEMBL469912
CHEMBL302232
CHEMBL2304060
CHEMBL262586
CHEMBL301879
CHEMBL405483
CHEMBL2106418
CHEMBL1505471
CHEMBL3215342
CHEMBL415668
CHEMBL415673
CHEMBL2304059
CHEMBL262436
CHEMBL298283
CHEMBL1241590
CHEMBL2304316
CHEMBL436699
CHEMBL2303619
CHEMBL339323
CHEMBL2304317
CHEMBL387472
CHEMBL373496
CHEMBL268348
CHEMBL2367780
CHEMBL300372
CHEMBL1200474
CHEMBL1191
CHEMBL3249110
CHEMBL562
CHEMBL3989751
CHEMBL550961
CHEMBL383824
CHEMBL17976
CHEMBL1433
CHEMBL3989525
CHEMBL1237046
CHEMBL1446
CHEMBL577736
CHEMBL2375161
CHEMBL1230227
CHEMBL2364574
CHEMBL4206129
CHEMBL1104
CHEMBL406708
CHEMBL441397
CHEMBL1877495
CHEMBL413213
CHEMBL470269
CHEMBL292025
CHEMBL2304149
CHEMBL411390
CHEMBL4162951
CHEMBL39373
CHEMBL3833339
CHEMBL2107342
CHEMBL1201651
CHEMBL1359
CHEMBL4297677
CHEMBL1200588
CHEMBL1214185
CHEMBL1200656
CHEMBL3989551
CHEMBL3989740
CHEMBL556262
CHEMBL3989928
CHEMBL1200453
CHEMBL2105890
CHEMBL1607480
CHEMBL32838
CHEMBL1201752
CHEMBL3544978
CHEMBL15413
CHEMBL1908305
CHEMBL1091024
CHEMBL3317856
CHEMBL263485
CHEMBL3989899
CHEMBL2096629
CHEMBL1232510
CHEMBL438554
CHEMBL3084803
CHEMBL3215340
CHEMBL11252
CHEMBL223520
CHEMBL2110884
CHEMBL2009312
CHEMBL406100
CHEMBL1765508
CHEMBL2218877
CHEMBL59779
CHEMBL3989471
CHEMBL1200510
CHEMBL1652611
CHEMBL1200699
CHEMBL58
CHEMBL1543
CHEMBL1951095
CHEMBL285347
CHEMBL174
CHEMBL3989829
CHEMBL2104340
CHEMBL437765
CHEMBL2322189
CHEMBL2218913
CHEMBL1950576
CHEMBL439
CHEMBL1184904
CHEMBL3085436
CHEMBL1597
CHEMBL19687
CHEMBL68117
CHEMBL3184791
CHEMBL521078
CHEMBL1908841
CHEMBL1256722
CHEMBL2110756
CHEMBL2106049
CHEMBL1650559
CHEMBL1200506
CHEMBL5314378
CHEMBL453514
CHEMBL1255800
CHEMBL1660
