ChEMBL ID
CHEMBL1141
CHEMBL4298122
CHEMBL1440
CHEMBL1679
CHEMBL1434
CHEMBL5314344
CHEMBL370143
CHEMBL262777
CHEMBL249837
CHEMBL3545057
CHEMBL2105700
CHEMBL4297229
CHEMBL1572
CHEMBL184
CHEMBL1201321
CHEMBL1095283
CHEMBL2146063
CHEMBL2103929
CHEMBL2103854
CHEMBL2068971
CHEMBL5314550
CHEMBL1161681
CHEMBL167731
CHEMBL1201071
CHEMBL3188576
CHEMBL3989571
CHEMBL3545060
CHEMBL777
CHEMBL4594246
CHEMBL3989564
CHEMBL2146142
CHEMBL80
CHEMBL1240705
CHEMBL2364633
CHEMBL374975
CHEMBL3039597
CHEMBL267345
CHEMBL2107818
CHEMBL1013
CHEMBL2146123
CHEMBL2106071
CHEMBL600
CHEMBL1200558
CHEMBL2206196
CHEMBL4650385
CHEMBL1201723
CHEMBL1563
CHEMBL3085504
CHEMBL1751
CHEMBL438
CHEMBL454950
CHEMBL2108611
CHEMBL373081
CHEMBL1200881
CHEMBL2106403
CHEMBL1237054
CHEMBL1447
CHEMBL376140
CHEMBL377559
CHEMBL1554
CHEMBL261772
CHEMBL2364632
CHEMBL1697854
CHEMBL788
CHEMBL254219
CHEMBL1200632
CHEMBL1200628
CHEMBL3989945
CHEMBL176
CHEMBL2103796
CHEMBL560976
CHEMBL61
CHEMBL1201289
CHEMBL403664
CHEMBL491571
CHEMBL532
CHEMBL604
CHEMBL1237070
CHEMBL3989506
CHEMBL529
CHEMBL318153
CHEMBL1256723
CHEMBL403
CHEMBL3990047
CHEMBL419
CHEMBL502620
CHEMBL417
CHEMBL771
CHEMBL160
CHEMBL1757
CHEMBL481958
CHEMBL387675
CHEMBL564085
CHEMBL42336
CHEMBL1200976
CHEMBL1201569
CHEMBL719
CHEMBL1540
CHEMBL556
CHEMBL4594337
CHEMBL5314439
CHEMBL2107827
CHEMBL1908350
CHEMBL1237072
CHEMBL3301583
CHEMBL105
CHEMBL284483
CHEMBL426926
CHEMBL1658
CHEMBL3989568
CHEMBL1591
CHEMBL437
CHEMBL1278118
CHEMBL1630575
CHEMBL1617
CHEMBL1200688
CHEMBL4297862
CHEMBL236297
CHEMBL2107486
CHEMBL221572
CHEMBL606258
CHEMBL1237124
CHEMBL109480
CHEMBL3989893
CHEMBL374478
CHEMBL2103737
CHEMBL2106119
CHEMBL184618
CHEMBL372795
CHEMBL5095173
CHEMBL224436
CHEMBL35306
CHEMBL1117
CHEMBL221886
CHEMBL1747
CHEMBL3989904
CHEMBL2221250
CHEMBL444633
CHEMBL1200475
CHEMBL1308
CHEMBL1741
CHEMBL29
CHEMBL2111107
CHEMBL130
CHEMBL1863513
CHEMBL264241
CHEMBL1200610
CHEMBL21
CHEMBL2219413
CHEMBL1256686
CHEMBL99
CHEMBL137
CHEMBL545
CHEMBL1201469
CHEMBL2105680
CHEMBL5314359
CHEMBL177
CHEMBL203125
CHEMBL1200331
CHEMBL1257070
CHEMBL457547
CHEMBL1136
CHEMBL1200981
CHEMBL94
CHEMBL2074725
CHEMBL1689772
CHEMBL1614658
CHEMBL1908336
CHEMBL1208642
CHEMBL278315
CHEMBL597
CHEMBL1556
CHEMBL5095168
CHEMBL178
